;Kundennummer;Kundenname;Stadt;Kundengruppe;Kündigung;Anzahl_Mieteinheiten;Kundentyp;Konkurrenz
9135;44846;Isolde Salz;Uelzen;mittlerer Kunde;0;64;Bestandskunden;Hohe Konkurrenz
9136;33494;Mario Becker B.Eng.;Herford;Kleinkunde;0;24;Bestandskunden;mittlerer Konkurrenz
9137;97846;Aynur Hendriks;Borna;Kleinkunde;0;48;Bestandskunden;Hohe Konkurrenz
9138;59924;Susana Kühnert-Mende;Main-Höchst;mittlerer Kunde;0;129;Bestandskunden;Keine Konkurrenz
9139;49756;Thorben Scholl;Vilsbiburg;Großkunde;0;517;Bestandskunden;mittlerer Konkurrenz
9140;5176;Dr. Rosalia Schleich;Rosenheim;Großkunde;0;548;Altkunden;Keine Konkurrenz
9141;46677;Jeannine Schwital;Böblingen;mittlerer Kunde;0;114;Bestandskunden;Keine Konkurrenz
9142;81947;Oswin Roht;Zschopau;Großkunde;0;899;Bestandskunden;Hohe Konkurrenz
9143;9790;Tibor Herrmann B.Eng.;Tecklenburg;mittlerer Kunde;1;138;Bestandskunden;Hohe Konkurrenz
9144;58183;Liselotte Kraushaar;Brandenburg;Kleinkunde;0;20;Altkunden;mittlerer Konkurrenz
9145;40620;Klaudia Zahn;Wertingen;mittlerer Kunde;1;177;Neukunde;Hohe Konkurrenz
9146;30674;Käthi Bärer;Stendal;mittlerer Kunde;1;67;Neukunde;Hohe Konkurrenz
9147;9534;Hartmut Liebelt MBA.;Säckingen;mittlerer Kunde;0;60;Bestandskunden;mittlerer Konkurrenz
9148;92477;Fredy Koch;Zeulenroda;Großkunde;0;757;Neukunde;mittlerer Konkurrenz
9149;45407;Tom Dörschner-Sölzer;Stendal;Kleinkunde;0;17;Bestandskunden;Hohe Konkurrenz
9150;90889;Minna Weller;Geithain;mittlerer Kunde;0;87;Altkunden;Keine Konkurrenz
9151;88285;Berit Fröhlich;Sonneberg;Kleinkunde;1;34;Bestandskunden;Hohe Konkurrenz
9152;33401;Cosimo Heinz B.Sc.;Gera;Großkunde;0;420;Bestandskunden;Keine Konkurrenz
9153;27709;Dipl.-Ing. Folkert Hoffmann B.Eng.;Eggenfelden;Kleinkunde;0;2;Altkunden;Keine Konkurrenz
9154;10527;Hartwig Hörle;Erbisdorf;mittlerer Kunde;0;89;Bestandskunden;mittlerer Konkurrenz
9155;43244;Liesbeth Hethur;Wittenberg;mittlerer Kunde;1;175;Bestandskunden;Hohe Konkurrenz
9156;62962;Angelica Butte;Mayen;Großkunde;1;378;Altkunden;Hohe Konkurrenz
9157;83087;Univ.Prof. Catrin Hesse B.Sc.;Sternberg;Kleinkunde;0;23;Altkunden;Keine Konkurrenz
9158;76610;Hans-Helmut Schleich;Koblenz;Kleinkunde;0;23;Altkunden;Keine Konkurrenz
9159;47339;Slobodan Reuter;Brand;Großkunde;0;492;Altkunden;Keine Konkurrenz
9160;93341;Reinhold Kobelt B.Sc.;Roth;mittlerer Kunde;0;190;Neukunde;Keine Konkurrenz
9161;80381;Hugo Dörr B.A.;Beilngries;Kleinkunde;1;26;Neukunde;Hohe Konkurrenz
9162;5114;Henni Fiebig;Viersen;Kleinkunde;0;19;Bestandskunden;Keine Konkurrenz
9163;49286;Christos Mans-Gieß;Pirmasens;Großkunde;0;800;Bestandskunden;Hohe Konkurrenz
9164;3951;Ingolf Budig;Bogen;Großkunde;1;528;Bestandskunden;Hohe Konkurrenz
9165;12792;Ing. Catharina Döhn MBA.;Melsungen;Großkunde;0;477;Neukunde;Hohe Konkurrenz
9166;38549;Ernst-Dieter Weinhage;Hainichen;Kleinkunde;0;38;Bestandskunden;Keine Konkurrenz
9167;34282;Reiner Kusch;Nabburg;Großkunde;0;267;Bestandskunden;Keine Konkurrenz
9168;99722;Ing. Edda Atzler;Niesky;mittlerer Kunde;0;84;Neukunde;Keine Konkurrenz
9169;4201;Prof. Charles Stahr;Düren;Kleinkunde;0;46;Bestandskunden;Hohe Konkurrenz
9170;64381;Elfi Jacobi Jäckel;Bersenbrück;Großkunde;0;761;Neukunde;Keine Konkurrenz
9171;9878;Beata Trapp;Biedenkopf;Großkunde;0;663;Bestandskunden;Keine Konkurrenz
9172;60795;Sophia Schottin B.Eng.;Nordhausen;Kleinkunde;0;44;Bestandskunden;Hohe Konkurrenz
9173;87524;Halina Kranz;Wunsiedel;mittlerer Kunde;0;126;Bestandskunden;Hohe Konkurrenz
9174;44107;Lioba Weller;Koblenz;Großkunde;0;424;Bestandskunden;Keine Konkurrenz
9175;95935;Folkert Mentzel;Uffenheim;Kleinkunde;1;19;Bestandskunden;Hohe Konkurrenz
9176;39524;Elias Tlustek;Senftenberg;mittlerer Kunde;0;195;Bestandskunden;Keine Konkurrenz
9177;92128;Prof. Udo Albers;Wernigerode;mittlerer Kunde;0;100;Bestandskunden;mittlerer Konkurrenz
9178;83480;Yusuf Eckbauer;Einbeck;Kleinkunde;0;40;Bestandskunden;mittlerer Konkurrenz
9179;73738;Centa Fliegner-Becker;Erbisdorf;Kleinkunde;0;5;Bestandskunden;mittlerer Konkurrenz
9180;69911;Eduard Karge-Berger;Zeulenroda;Großkunde;0;766;Bestandskunden;mittlerer Konkurrenz
9181;65157;Luzie Krebs MBA.;Stade;Kleinkunde;1;15;Bestandskunden;Hohe Konkurrenz
9182;30549;Prof. Adriane auch Schlauchin;Eisleben;Kleinkunde;0;44;Bestandskunden;Keine Konkurrenz
9183;12473;Beatrice Cichorius;Konstanz;Kleinkunde;0;6;Altkunden;Hohe Konkurrenz
9184;62160;Pero Oderwald MBA.;Spremberg;Kleinkunde;0;43;Neukunde;mittlerer Konkurrenz
9185;37736;Bekir Killer;Kleve;Großkunde;1;463;Bestandskunden;Hohe Konkurrenz
9186;5393;Roman Segebahn-Hornig;Höxter;mittlerer Kunde;0;67;Altkunden;mittlerer Konkurrenz
9187;42163;Lena Möchlichen;Eberswalde;Kleinkunde;1;27;Bestandskunden;Keine Konkurrenz
9188;39881;Nicolai Heidrich MBA.;Holzminden;Kleinkunde;0;35;Bestandskunden;Hohe Konkurrenz
9189;56256;Univ.Prof. Meral Jähn;Torgau;mittlerer Kunde;0;138;Bestandskunden;Keine Konkurrenz
9190;63815;Bernt Hahn;Dinkelsbühl;Großkunde;1;222;Neukunde;Hohe Konkurrenz
9191;80580;Delia Seifert MBA.;Großenhain;Kleinkunde;0;40;Bestandskunden;mittlerer Konkurrenz
9192;81874;Geraldine Hellwig;Gifhorn;mittlerer Kunde;0;108;Bestandskunden;Hohe Konkurrenz
9193;46189;Frau Helmtrud Jungfer;Ribnitz-Damgarten;Kleinkunde;0;25;Neukunde;mittlerer Konkurrenz
9194;8519;Jan-Peter Hofmann;Flöha;Kleinkunde;1;15;Bestandskunden;Keine Konkurrenz
9195;21484;Hermann Beckmann;Lübben;Kleinkunde;0;17;Bestandskunden;Keine Konkurrenz
9196;37008;Frau Alina Gieß;Eggenfelden;Großkunde;0;371;Bestandskunden;Keine Konkurrenz
9197;69036;Frau Janin Hamann;Sternberg;Kleinkunde;0;46;Bestandskunden;Keine Konkurrenz
9198;90162;Carolina Trapp;Bergzabern;mittlerer Kunde;0;138;Bestandskunden;mittlerer Konkurrenz
9199;86736;Ullrich Wähner;Berchtesgaden;Großkunde;0;687;Neukunde;mittlerer Konkurrenz
9200;82638;Univ.Prof. Gisela Huhn;Stollberg;Großkunde;0;480;Bestandskunden;Hohe Konkurrenz
9201;2744;Irmengard Stadelmann-Schäfer;Worbis;Großkunde;0;395;Neukunde;mittlerer Konkurrenz
9202;95988;Vittorio Weihmann;Meißen;mittlerer Kunde;0;149;Bestandskunden;Keine Konkurrenz
9203;33870;Juliana Cichorius;Artern;Kleinkunde;0;6;Neukunde;Keine Konkurrenz
9204;38393;Thilo Röhricht;Querfurt;mittlerer Kunde;1;100;Altkunden;Hohe Konkurrenz
9205;62464;Filiz Thanel;Schweinfurt;Kleinkunde;1;13;Bestandskunden;Keine Konkurrenz
9206;58889;Danica Barth;Eisenhüttenstadt;mittlerer Kunde;0;73;Bestandskunden;Keine Konkurrenz
9207;55375;Univ.Prof. Traudl Juncken;Wunsiedel;mittlerer Kunde;1;198;Neukunde;Hohe Konkurrenz
9208;36971;Sigurd Warmer;Herford;Kleinkunde;0;10;Bestandskunden;mittlerer Konkurrenz
9209;33563;Clemens Ernst;Wunsiedel;mittlerer Kunde;0;71;Neukunde;Hohe Konkurrenz
9210;39479;Bernd Fröhlich;Holzminden;Kleinkunde;0;30;Altkunden;Hohe Konkurrenz
9211;53896;Zoran Langern B.Sc.;Ebermannstadt;Großkunde;0;208;Neukunde;Keine Konkurrenz
9212;42647;Sylke Reichmann MBA.;Ueckermünde;Kleinkunde;1;21;Bestandskunden;Keine Konkurrenz
9213;18026;Britta Junk;Pinneberg;Großkunde;0;454;Altkunden;Keine Konkurrenz
9214;88727;Thilo Jopich;Luckenwalde;Kleinkunde;0;2;Neukunde;Hohe Konkurrenz
9215;73355;Eveline Freudenberger;Badoberan;Großkunde;0;863;Bestandskunden;Keine Konkurrenz
9216;95313;Prof. Natalie Spieß B.Eng.;Calw;Kleinkunde;0;7;Neukunde;mittlerer Konkurrenz
9217;79284;Berta Stoll B.A.;Stollberg;Großkunde;0;307;Bestandskunden;Hohe Konkurrenz
9218;70874;Timo Dörschner-Seifert;Dieburg;mittlerer Kunde;0;171;Bestandskunden;mittlerer Konkurrenz
9219;6990;Sigmar Jähn MBA.;Gifhorn;Kleinkunde;0;39;Bestandskunden;Hohe Konkurrenz
9220;48294;Antonius Boucsein B.A.;Erkelenz;mittlerer Kunde;0;169;Bestandskunden;mittlerer Konkurrenz
9221;62113;Adelgunde Siering;Brand;mittlerer Kunde;0;151;Neukunde;Keine Konkurrenz
9222;52048;Horst-Peter Harloff;Eisenhüttenstadt;Kleinkunde;0;45;Bestandskunden;Keine Konkurrenz
9223;93272;Jaroslav Beer-Lorch;Euskirchen;mittlerer Kunde;1;75;Bestandskunden;Keine Konkurrenz
9224;66744;Prof. Karl-August Lindner B.Sc.;Bamberg;mittlerer Kunde;0;175;Neukunde;mittlerer Konkurrenz
9225;15029;Tilly Conradi;Rostock;Großkunde;1;609;Bestandskunden;Hohe Konkurrenz
9226;64562;Gülay Bien;Monschau;mittlerer Kunde;0;157;Bestandskunden;Hohe Konkurrenz
9227;60519;Helma Hermann;Belzig;Großkunde;0;855;Bestandskunden;Keine Konkurrenz
9228;59460;Stjepan Kambs-Tintzmann;Grimmen;mittlerer Kunde;0;72;Bestandskunden;Keine Konkurrenz
9229;96959;Elizabeth Haering-Finke;Luckau;Kleinkunde;0;2;Neukunde;mittlerer Konkurrenz
9230;89898;Ing. Arnold Zänker MBA.;Viechtach;Großkunde;1;392;Bestandskunden;Hohe Konkurrenz
9231;43587;Janine Kostolzin;Oberviechtach;Kleinkunde;0;8;Altkunden;Keine Konkurrenz
9232;70423;Claas Kobelt;Burg;Großkunde;0;932;Neukunde;Hohe Konkurrenz
9233;66470;Dr. Dorothea Zorbach B.A.;Bad Kreuznach;Kleinkunde;1;4;Neukunde;Hohe Konkurrenz
9234;62157;Dr. Maya Scholz;Altentreptow;mittlerer Kunde;0;57;Altkunden;Keine Konkurrenz
9235;15795;Frau Irena Reuter B.Eng.;Viechtach;Großkunde;1;676;Bestandskunden;Hohe Konkurrenz
9236;55511;Thoralf Gertz;Hohenstein-Ernstthal;mittlerer Kunde;0;185;Bestandskunden;mittlerer Konkurrenz
9237;14010;Wally Hande;Gadebusch;Großkunde;0;777;Neukunde;Keine Konkurrenz
9238;25374;Mesut Drubin;Viersen;Kleinkunde;1;24;Bestandskunden;Keine Konkurrenz
9239;80432;Gertrud Zirme;Wurzen;mittlerer Kunde;0;130;Bestandskunden;mittlerer Konkurrenz
9240;96630;Wolfhard Schuchhardt;Gadebusch;Großkunde;0;276;Altkunden;Keine Konkurrenz
9241;33074;Wieslaw Kreusel-Junken;Eisleben;Kleinkunde;0;24;Bestandskunden;Keine Konkurrenz
9242;77515;Dipl.-Ing. Hans-Michael Mielcarek;Tecklenburg;Großkunde;0;667;Altkunden;Hohe Konkurrenz
9243;24901;Hans-Rudolf Rohleder;Biedenkopf;mittlerer Kunde;0;69;Bestandskunden;Keine Konkurrenz
9244;44266;Almut Nette;Schwäbisch Hall;mittlerer Kunde;1;83;Altkunden;Hohe Konkurrenz
9245;56037;Herr Andrew Segebahn;Wanzleben;Kleinkunde;0;16;Altkunden;mittlerer Konkurrenz
9246;32912;Delia Hübel-Schmiedt;Bamberg;Großkunde;1;450;Neukunde;mittlerer Konkurrenz
9247;89790;Hans Peter Süßebier;Ebern;mittlerer Kunde;0;182;Bestandskunden;Hohe Konkurrenz
9248;23345;Hans-Ludwig Holt MBA.;Querfurt;Kleinkunde;0;35;Bestandskunden;Hohe Konkurrenz
9249;36773;Herr Mehmet Wende B.A.;Rosenheim;mittlerer Kunde;0;61;Neukunde;Keine Konkurrenz
9250;95395;Konstantinos Kusch;Backnang;Großkunde;0;735;Bestandskunden;Hohe Konkurrenz
9251;94538;Wojciech Christoph;Rudolstadt;Kleinkunde;0;42;Bestandskunden;mittlerer Konkurrenz
9252;81869;Klaus-Ulrich Hövel;Goslar;mittlerer Kunde;0;59;Altkunden;Keine Konkurrenz
9253;80917;Carmine Lorch;Ansbach;Kleinkunde;0;11;Bestandskunden;Keine Konkurrenz
9254;76201;Rose Bender-Wohlgemut;Euskirchen;Kleinkunde;0;48;Bestandskunden;Keine Konkurrenz
9255;89445;Kasimir Gude;Wittenberg;Kleinkunde;0;21;Bestandskunden;Hohe Konkurrenz
9256;61039;Annika Kade;Pasewalk;mittlerer Kunde;0;191;Bestandskunden;mittlerer Konkurrenz
9257;50787;Ramon Segebahn-Adler;Passau;mittlerer Kunde;0;117;Bestandskunden;Hohe Konkurrenz
9258;73121;Rosemarie Scholz B.Sc.;Stade;Kleinkunde;0;29;Bestandskunden;Hohe Konkurrenz
9259;30310;Hugo Hethur;Steinfurt;mittlerer Kunde;0;61;Bestandskunden;Keine Konkurrenz
9260;24732;Grazyna Jessel-Dörschner;Herzberg;Kleinkunde;1;21;Neukunde;Hohe Konkurrenz
9261;59014;Frau Theresia Losekann;Badoberan;mittlerer Kunde;0;125;Bestandskunden;Keine Konkurrenz
9262;64866;Ralf-Peter Radisch;Bogen;mittlerer Kunde;1;78;Neukunde;Hohe Konkurrenz
9263;13144;Dr. Maya Adolph;Höxter;Großkunde;0;554;Bestandskunden;mittlerer Konkurrenz
9264;30736;Arno Pohl B.Sc.;Gotha;mittlerer Kunde;0;88;Bestandskunden;mittlerer Konkurrenz
9265;82256;Silvana Heidrich-Hecker;Iserlohn;Großkunde;0;746;Neukunde;Keine Konkurrenz
9266;32713;Drago Juncken;Dinkelsbühl;mittlerer Kunde;0;140;Bestandskunden;Hohe Konkurrenz
9267;78055;Rainer Kühnert;Schwäbisch Gmünd;mittlerer Kunde;0;102;Bestandskunden;Keine Konkurrenz
9268;70264;Ilhan Loos-Höfig;Calau;Großkunde;0;340;Bestandskunden;mittlerer Konkurrenz
9269;80630;Stanislaw Gorlitz;Kötzting;Kleinkunde;0;18;Bestandskunden;Keine Konkurrenz
9270;85260;Sybille Jüttner B.Sc.;Eichstätt;Großkunde;0;970;Bestandskunden;mittlerer Konkurrenz
9271;11846;Kunibert Kohl;Büsingenm Hochrhein;mittlerer Kunde;0;102;Bestandskunden;mittlerer Konkurrenz
9272;78786;Nadia Wähner-Pergande;Malchin;Kleinkunde;1;37;Bestandskunden;Hohe Konkurrenz
9273;68099;Ortwin Jungfer;Wurzen;Großkunde;0;738;Bestandskunden;mittlerer Konkurrenz
9274;87126;Otto Schleich;Rottweil;Kleinkunde;0;2;Altkunden;Keine Konkurrenz
9275;82062;Kristin Bärer-Huhn;Staßfurt;mittlerer Kunde;0;99;Bestandskunden;Keine Konkurrenz
9276;84163;Marianna Täsche;Meppen;Großkunde;1;476;Altkunden;Keine Konkurrenz
9277;86409;Frithjof Aumann B.A.;Bützow;mittlerer Kunde;1;146;Neukunde;mittlerer Konkurrenz
9278;60793;Anton Schacht;Nabburg;mittlerer Kunde;0;188;Neukunde;Keine Konkurrenz
9279;75669;Delia Plath;Nordhausen;Kleinkunde;0;36;Bestandskunden;Hohe Konkurrenz
9280;45179;Prof. Fatima Schmiedecke;Wiedenbrück;mittlerer Kunde;0;142;Altkunden;mittlerer Konkurrenz
9281;93742;Nelli Ladeck;Auerbach;Kleinkunde;0;7;Bestandskunden;Keine Konkurrenz
9282;33163;Prof. Sergio Hövel;Reutlingen;Großkunde;0;333;Bestandskunden;Keine Konkurrenz
9283;91268;Wulf Etzold B.Sc.;Sankt Goar;mittlerer Kunde;0;121;Bestandskunden;mittlerer Konkurrenz
9284;3842;Prof. Hermann Josef Benthin MBA.;Bamberg;Kleinkunde;1;48;Bestandskunden;mittlerer Konkurrenz
9285;49494;Univ.Prof. Margitta Harloff B.Eng.;Kleve;Kleinkunde;1;5;Altkunden;Hohe Konkurrenz
9286;9155;Gustav Renner-Scheuermann;Lippstadt;Großkunde;0;248;Neukunde;Keine Konkurrenz
9287;70574;Svenja Bruder;Osterodem Harz;mittlerer Kunde;0;178;Bestandskunden;Hohe Konkurrenz
9288;95921;Univ.Prof. Jorge Holt B.A.;Rostock;Kleinkunde;1;19;Neukunde;Hohe Konkurrenz
9289;6275;Klemens Wagner;Mellrichstadt;Großkunde;0;323;Bestandskunden;mittlerer Konkurrenz
9290;44069;Claus Killer;Schwäbisch Gmünd;Großkunde;0;464;Neukunde;Keine Konkurrenz
9291;92230;Adalbert Winkler MBA.;Gelnhausen;mittlerer Kunde;1;59;Bestandskunden;Hohe Konkurrenz
9292;46976;Siegrid Mülichen B.Eng.;Eisenhüttenstadt;Großkunde;0;817;Bestandskunden;Keine Konkurrenz
9293;86588;Anne-Marie Börner;Soltau;mittlerer Kunde;1;197;Bestandskunden;Hohe Konkurrenz
9294;64867;Alfred Seip B.Sc.;Hammelburg;mittlerer Kunde;1;81;Altkunden;Hohe Konkurrenz
9295;25770;Univ.Prof. Sinaida Käster B.A.;Celle;Kleinkunde;0;44;Bestandskunden;mittlerer Konkurrenz
9296;72385;Raisa Koch;Borken;Großkunde;0;230;Neukunde;mittlerer Konkurrenz
9297;78226;Heike Hendriks B.Sc.;Suhl;Großkunde;0;361;Bestandskunden;mittlerer Konkurrenz
9298;58295;Bertold Junck;Forst;Kleinkunde;0;28;Altkunden;Hohe Konkurrenz
9299;30596;Friedrich-Wilhelm Mühle;Oschatz;Kleinkunde;1;13;Bestandskunden;mittlerer Konkurrenz
9300;88162;Univ.Prof. Fatma Kranz;Roding;mittlerer Kunde;0;61;Bestandskunden;Keine Konkurrenz
9301;54530;Dipl.-Ing. Günter Wohlgemut;Burglengenfeld;mittlerer Kunde;0;67;Neukunde;mittlerer Konkurrenz
9302;56598;Walter Dippel;Werdau;Kleinkunde;0;41;Neukunde;Keine Konkurrenz
9303;87265;Univ.Prof. Hansjürgen Jüttner B.Eng.;Böblingen;Großkunde;0;700;Bestandskunden;Keine Konkurrenz
9304;23118;Herr Sahin Mude B.Eng.;Angermünde;mittlerer Kunde;0;67;Altkunden;Hohe Konkurrenz
9305;42449;Univ.Prof. Amanda Henk;Görlitz;Kleinkunde;0;46;Bestandskunden;Keine Konkurrenz
9306;25256;Zdravko Seifert;Uelzen;mittlerer Kunde;0;116;Neukunde;Hohe Konkurrenz
9307;22220;Wilhelmine Zorbach-Sager;Weimar;mittlerer Kunde;0;85;Bestandskunden;Keine Konkurrenz
9308;75456;Ing. Marianna Drewes;Meiningen;mittlerer Kunde;0;166;Bestandskunden;Hohe Konkurrenz
9309;59694;Serpil Kühnert;Cuxhaven;Großkunde;0;395;Bestandskunden;Keine Konkurrenz
9310;49355;Dr. Pia Bohlander;Büsingenm Hochrhein;mittlerer Kunde;0;159;Bestandskunden;mittlerer Konkurrenz
9311;60789;Rose-Marie Trüb;Oschatz;Großkunde;0;991;Bestandskunden;mittlerer Konkurrenz
9312;20339;Dr. Adolf Dobes;Altentreptow;Großkunde;0;525;Neukunde;Keine Konkurrenz
9313;58315;Dr. Mikhail Schüler B.A.;Ilmenau;mittlerer Kunde;0;183;Bestandskunden;mittlerer Konkurrenz
9314;23949;Helena Girschner-Stahr;Grevesmühlen;Großkunde;0;569;Bestandskunden;mittlerer Konkurrenz
9315;94058;Giovanni Ladeck;Sigmaringen;Kleinkunde;0;44;Bestandskunden;Hohe Konkurrenz
9316;98076;Dr. Myriam Förster;Schrobenhausen;Großkunde;0;934;Bestandskunden;Keine Konkurrenz
9317;85007;Wencke Bolzmann;Hammelburg;mittlerer Kunde;0;132;Altkunden;Hohe Konkurrenz
9318;53684;Louis Kobelt;Hannover;Kleinkunde;0;44;Neukunde;Keine Konkurrenz
9319;45130;Sara Schmiedt-Koch;Zschopau;Kleinkunde;1;12;Bestandskunden;Hohe Konkurrenz
9320;44171;Manfred Ritter;Freising;Kleinkunde;0;33;Altkunden;Hohe Konkurrenz
9321;3358;Bela Ebert-Weihmann;Rudolstadt;Großkunde;0;874;Bestandskunden;mittlerer Konkurrenz
9322;63867;Erol Liebelt;Weißenfels;Kleinkunde;1;41;Neukunde;Hohe Konkurrenz
9323;51677;Arif Salz;Säckingen;mittlerer Kunde;0;131;Altkunden;mittlerer Konkurrenz
9324;46173;Friedhelm Vogt;Tecklenburg;mittlerer Kunde;1;167;Neukunde;Hohe Konkurrenz
9325;85365;Irmtraud Reinhardt;Cuxhaven;mittlerer Kunde;0;186;Bestandskunden;Keine Konkurrenz
9326;88799;Ralf-Dieter Rosemann;Miltenberg;mittlerer Kunde;0;163;Neukunde;Keine Konkurrenz
9327;10422;Evelin Hövel;Greiz;Großkunde;0;349;Bestandskunden;mittlerer Konkurrenz
9328;25436;Hannelore Mentzel;Miltenberg;Kleinkunde;0;41;Bestandskunden;Keine Konkurrenz
9329;89457;Mattias Vogt;Emmendingen;mittlerer Kunde;0;145;Bestandskunden;mittlerer Konkurrenz
9330;64471;Gilda Gertz-Jacobi Jäckel;Wittenberg;Großkunde;0;838;Bestandskunden;Hohe Konkurrenz
9331;33580;Siegrid Killer;Schwerin;Großkunde;0;870;Bestandskunden;Keine Konkurrenz
9332;75335;Brian Ring;Lörrach;Großkunde;1;898;Bestandskunden;Hohe Konkurrenz
9333;75195;Kata Heidrich;Görlitz;Großkunde;0;342;Neukunde;Keine Konkurrenz
9334;83597;Michel Schleich;Leipziger Land;Großkunde;0;414;Neukunde;Keine Konkurrenz
9335;50660;Angela Hövel;Stade;mittlerer Kunde;0;191;Altkunden;Hohe Konkurrenz
9336;56588;Dr. Nikolaos Adolph B.Eng.;Waldmünchen;mittlerer Kunde;1;178;Neukunde;mittlerer Konkurrenz
9337;58343;Hans-Christian Pölitz;Geithain;mittlerer Kunde;0;68;Bestandskunden;Keine Konkurrenz
9338;60099;Herlinde Heß MBA.;Büsingenm Hochrhein;mittlerer Kunde;0;131;Bestandskunden;mittlerer Konkurrenz
9339;84328;Dipl.-Ing. Irmhild Butte B.Sc.;Fürstenfeldbruck;mittlerer Kunde;0;102;Neukunde;Hohe Konkurrenz
9340;39579;Sylke Wiek;Hammelburg;Großkunde;1;989;Bestandskunden;Hohe Konkurrenz
9341;27898;Ing. Maya Eimer B.Eng.;Weißwasser;Großkunde;0;355;Altkunden;mittlerer Konkurrenz
9342;73333;Prof. Ute Schuster MBA.;Biedenkopf;Kleinkunde;0;31;Bestandskunden;Keine Konkurrenz
9343;44823;Frau Magdalena Scholl;Witzenhausen;Großkunde;0;732;Bestandskunden;Keine Konkurrenz
9344;84655;Christiane Karge;Sömmerda;Großkunde;0;347;Bestandskunden;mittlerer Konkurrenz
9345;53600;Gilbert Weller;Berchtesgaden;Großkunde;1;991;Bestandskunden;mittlerer Konkurrenz
9346;59528;Maria-Theresia Kramer;Bad Mergentheim;Großkunde;0;942;Neukunde;mittlerer Konkurrenz
9347;42162;Ottomar Kühnert B.Sc.;Nürtingen;Kleinkunde;0;19;Bestandskunden;Keine Konkurrenz
9348;91043;Alina Beyer;Euskirchen;Kleinkunde;0;16;Bestandskunden;Keine Konkurrenz
9349;93165;Dipl.-Ing. Birgitt Seifert;Dessau;Großkunde;0;292;Bestandskunden;Keine Konkurrenz
9350;42746;Freddy Paffrath;Pasewalk;Kleinkunde;1;44;Neukunde;mittlerer Konkurrenz
9351;35374;Ing. Gudrun Schmidt;Arnstadt;Großkunde;0;346;Bestandskunden;Keine Konkurrenz
9352;23295;Cristina Henck;Senftenberg;Kleinkunde;1;41;Bestandskunden;Keine Konkurrenz
9353;21881;Sahin Martin;Lübeck;Kleinkunde;1;41;Bestandskunden;mittlerer Konkurrenz
9354;27743;Thomas Freudenberger;Donaueschingen;Großkunde;0;833;Bestandskunden;Hohe Konkurrenz
9355;78231;Univ.Prof. Alwin Fröhlich;Bad Liebenwerda;mittlerer Kunde;0;173;Bestandskunden;Keine Konkurrenz
9356;69351;Kevin Albers;Wiedenbrück;mittlerer Kunde;0;173;Bestandskunden;mittlerer Konkurrenz
9357;56106;Lieschen Neureuther;Lüdenscheid;Großkunde;0;536;Bestandskunden;Hohe Konkurrenz
9358;23994;Hubertine Schmidtke B.A.;Cloppenburg;Kleinkunde;0;3;Bestandskunden;Keine Konkurrenz
9359;10678;Alexander Pohl MBA.;Parchim;Großkunde;1;744;Bestandskunden;Hohe Konkurrenz
9360;44036;Rena Gierschner;Gelnhausen;Kleinkunde;0;34;Neukunde;Hohe Konkurrenz
9361;53073;Dipl.-Ing. Elvira Dietz;Euskirchen;Kleinkunde;0;38;Bestandskunden;Keine Konkurrenz
9362;97722;Erdal Gierschner;Gelnhausen;mittlerer Kunde;0;88;Bestandskunden;Hohe Konkurrenz
9363;16184;Dipl.-Ing. Sevim Thanel B.Sc.;Aachen;Großkunde;0;703;Bestandskunden;mittlerer Konkurrenz
9364;60137;Dr. Abdul Schweitzer B.A.;Meiningen;Kleinkunde;0;27;Bestandskunden;Hohe Konkurrenz
9365;98953;Dagmar Schwital;Sankt Goar;Kleinkunde;0;17;Neukunde;mittlerer Konkurrenz
9366;65235;Herr Patrick Putz B.A.;Rathenow;Kleinkunde;0;27;Bestandskunden;Keine Konkurrenz
9367;31885;Dipl.-Ing. Tilo Müller MBA.;Cuxhaven;Kleinkunde;0;19;Bestandskunden;Keine Konkurrenz
9368;15581;Erol Kranz;Hansestadttralsund;Kleinkunde;1;16;Bestandskunden;Keine Konkurrenz
9369;40629;Carolin Schacht;Lüdenscheid;Großkunde;0;792;Bestandskunden;Hohe Konkurrenz
9370;83509;Frau Joanna Johann;Hohenstein-Ernstthal;Kleinkunde;0;25;Bestandskunden;mittlerer Konkurrenz
9371;90192;Mohammad Rörricht-Baum;Gifhorn;Kleinkunde;0;34;Bestandskunden;Hohe Konkurrenz
9372;63620;Samir Martin B.Eng.;Oberviechtach;mittlerer Kunde;0;158;Bestandskunden;Keine Konkurrenz
9373;93837;Constanze Schacht;Ludwigsburg;mittlerer Kunde;0;126;Bestandskunden;mittlerer Konkurrenz
9374;42673;Cläre Hettner;Mühldorfm Inn;Kleinkunde;0;13;Bestandskunden;Keine Konkurrenz
9375;34933;Mariechen Schleich;Worbis;mittlerer Kunde;0;127;Bestandskunden;mittlerer Konkurrenz
9376;19014;Cosimo Schmidtke;Eichstätt;Großkunde;0;263;Altkunden;mittlerer Konkurrenz
9377;77375;Hanne-Lore Stiebitz;Bersenbrück;Kleinkunde;0;35;Bestandskunden;Keine Konkurrenz
9378;62227;Herr Kornelius Scheel;Hagenow;Kleinkunde;1;3;Bestandskunden;Keine Konkurrenz
9379;9766;Ing. Amalie Beyer B.Eng.;Bremervörde;mittlerer Kunde;0;71;Neukunde;Keine Konkurrenz
